Timestamp,uid,time,eventName,target,info,state,LOG_VERSION
3/15/2022 2:13:23,OS_X-Chrome-9958373712239559,1.64728E+12,mousedown,span#openNav.w3-opennav.w3-left.w3-xlarge.icon-spacing,"{""which"":1,""pageX"":77,""pageY"":132}",,0.1
3/15/2022 2:14:26,OS_X-Chrome-9958373712239559,1.64728E+12,onLoadEvent,[object HTMLDocument],"{""eventName"":""windowLoaded"",""info"":{""input"":null,""unique_id"":null,""interface"":""old""}}",,0.1
3/15/2022 2:14:27,OS_X-Chrome-9958373712239559,1.64728E+12,mousedown,span#openNav.w3-opennav.w3-left.w3-xlarge.icon-spacing,"{""which"":1,""pageX"":76,""pageY"":116}",,0.1
3/15/2022 2:14:59,OS_X-Chrome-9958373712239559,1.64728E+12,onLoadEvent,[object HTMLDocument],"{""eventName"":""windowLoaded"",""info"":{""input"":null,""unique_id"":null,""interface"":""old""}}",,0.1
3/15/2022 2:15:00,OS_X-Chrome-9958373712239559,1.64728E+12,mousedown,span#openNav.w3-opennav.w3-left.w3-xlarge.icon-spacing,"{""which"":1,""pageX"":76,""pageY"":124}",,0.1
3/15/2022 2:16:21,OS_X-Chrome-9958373712239559,1.64728E+12,onLoadEvent,[object HTMLDocument],"{""eventName"":""windowLoaded"",""info"":{""input"":null,""unique_id"":null,""interface"":""old""}}",,0.1
3/15/2022 2:16:22,OS_X-Chrome-9958373712239559,1.64728E+12,mousedown,span#openNav.w3-opennav.w3-left.w3-xlarge.icon-spacing,"{""which"":1,""pageX"":69,""pageY"":128}",,0.1
3/15/2022 2:16:29,OS_X-Chrome-9958373712239559,1.64728E+12,onLoadEvent,[object HTMLDocument],"{""eventName"":""windowLoaded"",""info"":{""input"":null,""unique_id"":null,""interface"":""old""}}",,0.1
3/15/2022 2:16:49,OS_X-Chrome-9958373712239559,1.64728E+12,onLoadEvent,[object HTMLDocument],"{""eventName"":""windowLoaded"",""info"":{""input"":null,""unique_id"":null,""interface"":""old""}}",,0.1
3/15/2022 2:16:53,OS_X-Chrome-9958373712239559,1.64728E+12,mousedown,span#openNav.w3-opennav.w3-left.w3-xlarge.icon-spacing,"{""which"":1,""pageX"":76,""pageY"":115}",,0.1
3/15/2022 2:17:12,OS_X-Chrome-9958373712239559,1.64728E+12,onLoadEvent,[object HTMLDocument],"{""eventName"":""windowLoaded"",""info"":{""input"":null,""unique_id"":null,""interface"":""old""}}",,0.1
3/15/2022 2:17:13,OS_X-Chrome-9958373712239559,1.64728E+12,mousedown,span#openNav.w3-opennav.w3-left.w3-xlarge.icon-spacing,"{""which"":1,""pageX"":69,""pageY"":126}",,0.1
3/15/2022 2:17:46,OS_X-Chrome-9958373712239559,1.64728E+12,onLoadEvent,[object HTMLDocument],"{""eventName"":""windowLoaded"",""info"":{""input"":null,""unique_id"":null,""interface"":""old""}}",,0.1
3/15/2022 2:17:48,OS_X-Chrome-9958373712239559,1.64728E+12,mousedown,span#openNav.w3-opennav.w3-left.w3-xlarge.icon-spacing,"{""which"":1,""pageX"":76,""pageY"":115}",,0.1
3/15/2022 2:18:02,OS_X-Chrome-9958373712239559,1.64728E+12,onLoadEvent,[object HTMLDocument],"{""eventName"":""windowLoaded"",""info"":{""input"":null,""unique_id"":null,""interface"":""old""}}",,0.1
3/15/2022 2:18:03,OS_X-Chrome-9958373712239559,1.64728E+12,mousedown,span#openNav.w3-opennav.w3-left.w3-xlarge.icon-spacing,"{""which"":1,""pageX"":74,""pageY"":119}",,0.1
